,Document,AnswerType,Label,Value
12256,85,Google,ORG,BTEC HNC
12257,85,Google,ORG,Frankfinn Institute of Airhostess Training - Calicut
12258,85,Google,ORG,Fedora
12259,85,Google,LOC,Hardware Workshop
12260,85,Google,PER,➢ Star Performer
12261,85,Google,PER,C
12262,85,Google,ORG,VECW
12263,86,Google,ORG,Microsoft Corporation
12264,86,Google,ORG,India Global Technical Support Center
12265,86,Google,ORG,organization
12266,86,Google,PER,Technical Support Engineer
12267,86,Google,PER,TECHNICAL SUPPORT ENGINEER
12268,86,Google,PER,Soumya Balan Soumya Balan - BE Computer Science
12269,86,Google,ORG,organization
12270,86,Google,LOC,Anywhere
12271,86,Google,PER,customers
12272,86,Google,PER,customers
12273,86,Google,LOC,Thiruvananthapuram
12274,86,Google,LOC,Karnataka
12275,86,Google,LOC,iGTSC - Bengaluru
12276,86,Google,PER,engineers
12277,86,Google,PER,Engineers
12278,86,Google,PER,engineers
12279,86,Google,LOC,Kerala
12280,86,Google,ORG,product team
12281,86,Google,ORG,team
12282,86,Google,LOC,State
12283,86,Google,PER,Consult
12284,86,Google,LOC,areas
12285,86,Google,PER,mentor
12286,86,Google,PER,others
12287,86,Google,ORG,State Board
12288,86,Google,ORG,Office
12289,86,Google,LOC,Bangalore
12290,86,Google,PER,Lead
12291,86,Google,ORG,Vivekananda Engineering College for Women - Chennai
12292,86,Google,LOC,Tamil Nadu
12293,86,Google,ORG,BTEC HNC
12294,86,Google,ORG,Frankfinn Institute of Airhostess Training - Calicut
12295,86,Google,PER,➢ Star Performer
12296,86,Google,ORG,team
12297,86,Google,ORG,team
12298,86,Google,LOC,Hardware Workshop
12299,86,Google,PER,professionals
12300,86,Google,PER,MAWA
12301,86,Google,PER,C
12302,86,Google,ORG,VECW
12303,86,Google,ORG,Oracle University
12304,86,Google,ORG,OCA
12305,86,Google,LOC,Infosys Mysore
12306,86,Google,LOC,Pondicherry
12307,86,Google,ORG,HCL
12308,86,Google,ORG,Fedora
12309,86,Google,ORG,UG
12310,87,Google,PER,Sowmya Karanth
12311,87,Google,ORG,organisation
12312,87,Google,ORG,Telangana
12313,87,Google,LOC,Hyderabad
12314,87,Google,LOC,Tamil Nadu
12315,87,Google,ORG,Oracle
12316,87,Google,PER,Finance Analyst
12317,87,Google,PER,Finance analyst
12318,87,Google,LOC,regions
12319,87,Google,LOC,region
12320,87,Google,LOC,regions
12321,87,Google,LOC,regions
12322,87,Google,PER,managers
12323,87,Google,PER,mentor
12324,87,Google,PER,trainer
12325,87,Google,ORG,LLC
12326,87,Google,LOC,Karnataka
12327,87,Google,LOC,Bengaluru
12328,87,Google,LOC,Chennai
12329,87,Google,ORG,India Pvt ltd
12330,87,Google,ORG,secondary school
12331,87,Google,ORG,EMPLOYEE RESOURCE GROUP
12332,87,Google,ORG,OFFICE
12333,87,Google,LOC,Middle Eastern
12334,87,Google,ORG,EMEA
12335,87,Google,ORG,APAC
12336,87,Google,LOC,Asian
12337,87,Google,LOC,North Americas
12338,87,Google,PER,Young
12339,87,Google,PER,YAR
12340,87,Google,LOC,Pacific
12341,87,Google,LOC,regions
12342,87,Google,LOC,French
12343,87,Google,LOC,University - Coimbatore
12344,87,Google,ORG,Microsoft
12345,87,Google,ORG,Avinashilingam Institute for Home Science & Higher Education for Women
12346,88,Google,ORG,Apple
12347,88,Google,ORG,Oracle
12348,88,Google,ORG,Teradata
12349,88,Google,PER,software engineer
12350,88,Google,PER,Das
12351,88,Google,PER,software engineer
12352,88,Google,PER,client
12353,88,Google,PER,software engineer
12354,88,Google,PER,Srabani
12355,88,Google,PER,software developer
12356,88,Google,PER,Software Professional
12357,88,Google,ORG,Unit
12358,88,Google,LOC,Bishnupur
12359,88,Google,LOC,MANIPUR
12360,88,Google,ORG,B-tech
12361,88,Google,ORG,school
12362,88,Google,LOC,retail store
12363,88,Google,LOC,stores
12364,88,Google,ORG,Leader Board
12365,88,Google,ORG,Retail
12366,88,Google,ORG,database developer
12367,88,Google,ORG,SQL Developer
12368,88,Google,ORG,team
12369,88,Google,PER,employees
12370,88,Google,PER,Ms
12371,88,Google,LOC,Orissa
12372,88,Google,ORG,CBSE
12373,88,Google,LOC,location
12374,88,Google,PER,managers
12375,88,Google,LOC,Bhubaneshwar
12376,88,Google,ORG,school - Bhubaneshwar
12377,88,Google,LOC,Workshops
12378,88,Google,ORG,ODM Pubic
12379,88,Google,ORG,GBI Retail
12380,88,Google,LOC,Green-Field
12381,88,Google,ORG,SAP Crysral
12382,88,Google,LOC,store
12383,88,Google,ORG,SAP
12384,88,Google,LOC,Genius Bar
12385,88,Google,PER,store leaders
12386,88,Google,PER,leaders
12387,88,Google,PER,Ms
12388,88,Google,ORG,APS
12389,88,Google,PER,Tpump
12390,88,Google,ORG,TPT
12391,88,Google,ORG,SVN
12392,88,Google,LOC,Central Station
12393,88,Google,PER,employees
12394,88,Google,ORG,KT
12395,88,Google,LOC,Store
12396,88,Google,PER,Client
12397,88,Google,LOC,Country
12398,88,Google,PER,business users
12399,88,Google,ORG,DB
12400,89,Google,ORG,Oracle
12401,89,Google,PER,Test Manager
12402,89,Google,PER,Test Manager
12403,89,Google,PER,Test Manager
12404,89,Google,LOC,UK
12405,89,Google,PER,Expert
12406,89,Google,PER,customers
12407,89,Google,PER,customers
12408,89,Google,PER,clients
12409,89,Google,PER,clients
12410,89,Google,ORG,delivery team
12411,89,Google,ORG,team
12412,89,Google,ORG,blue chip organisations
12413,89,Google,ORG,organizations
12414,89,Google,LOC,streams
12415,89,Google,ORG,Custom Application Testing Services
12416,89,Google,PER,Test Manager
12417,89,Google,LOC,customer location
12418,89,Google,PER,driving pilots
12419,89,Google,PER,others
12420,89,Google,ORG,UBS
12421,89,Google,ORG,Performance Testing
12422,89,Google,LOC,SSI & Testing Centre of Excellence
12423,89,Google,PER,customers
12424,89,Google,PER,clients
12425,89,Google,PER,Sr. Test Manager
12426,89,Google,PER,QA Manager
12427,89,Google,PER,Project Manager
12428,89,Google,ORG,Collate
12429,89,Google,ORG,Siebel
12430,89,Google,PER,Test Manager
12431,89,Google,ORG,teams
12432,89,Google,ORG,team
12433,89,Google,ORG,Support RFI
12434,89,Google,LOC,Mumbai
12435,89,Google,LOC,Maharashtra
12436,89,Google,ORG,DHL
12437,89,Google,PER,people
12438,89,Google,ORG,WMI
12439,89,Google,ORG,PMO
12440,89,Google,PER,clients
12441,89,Google,PER,Test Manager
12442,89,Google,ORG,Testng
12443,89,Google,PER,Test Director
12444,89,Google,ORG,Performance Test Script Development
12445,89,Google,PER,change leader
12446,89,Google,ORG,team
12447,89,Google,ORG,company
12448,89,Google,ORG,Oracle Fusion Human Capital Management
12449,89,Google,ORG,RPM
12450,89,Google,ORG,Oracle RMS
12451,89,Google,ORG,project organization
12452,89,Google,ORG,organizations
12453,89,Google,ORG,retailer
12454,89,Google,PER,customers
12455,89,Google,PER,client
12456,89,Google,PER,client
12457,89,Google,PER,customer
12458,89,Google,PER,customers
12459,89,Google,ORG,outsourcing vendor
12460,89,Google,ORG,competitors
12461,89,Google,ORG,project team
12462,89,Google,ORG,group
12463,89,Google,PER,staff
12464,89,Google,ORG,"Budgeting, Execution & Release Management"
12465,89,Google,LOC,London
12466,89,Google,ORG,Performance Centre
12467,89,Google,ORG,Amazon Cloud Services
12468,89,Google,ORG,organization
12469,89,Google,ORG,Solution Sectors Service
12470,89,Google,LOC,Viz.
12471,89,Google,LOC,world
12472,89,Google,LOC,Anywhere
12473,89,Google,ORG,Testers
12474,89,Google,LOC,areas
12475,89,Google,LOC,Karnataka
12476,89,Google,ORG,Learning and Development
12477,89,Google,PER,clients
12478,89,Google,PER,people
12479,89,Google,ORG,organization
12480,89,Google,ORG,BFSI
12481,89,Google,ORG,MQ
12482,89,Google,ORG,FMW
12483,89,Google,ORG,VB
12484,89,Google,ORG,SIM
12485,89,Google,PER,REIM
12486,89,Google,ORG,OM
12487,89,Google,LOC,AR
12488,89,Google,LOC,GL
12489,89,Google,ORG,AP
12490,89,Google,LOC,PA
12491,89,Google,ORG,TM
12492,89,Google,LOC,CM
12493,89,Google,ORG,OID
12494,89,Google,ORG,OIM
12495,89,Google,ORG,OVD
12496,89,Google,ORG,SSO
12497,89,Google,ORG,OBIEE
12498,89,Google,ORG,OMOF
12499,89,Google,ORG,BRS
12500,89,Google,ORG,Rational Robot
12501,89,Google,LOC,RCQ
12502,89,Google,PER,Reqpro
12503,89,Google,ORG,RPT
12504,89,Google,ORG,RCC
12505,89,Google,LOC,RA
12506,89,Google,ORG,vendors
12507,89,Google,LOC,USA
12508,89,Google,PER,product support leaders
12509,89,Google,PER,stakeholder leaders
12510,89,Google,LOC,QA
12511,89,Google,ORG,PeopleSoft 8.8
12512,89,Google,ORG,Transurban
12513,89,Google,ORG,Project Procurement & Financial Management
12514,89,Google,ORG,enterprises
12515,89,Google,PER,Selenium Webdriver
12516,89,Google,LOC,SSI - London
12517,89,Google,PER,practitioner
12518,89,Google,PER,associates
12519,89,Google,LOC,Real Estate
12520,89,Google,ORG,HR
12521,89,Google,LOC,Oracle Retail Allocation
12522,89,Google,ORG,vendors
12523,89,Google,LOC,Team building
12524,89,Google,LOC,Dynamo
12525,89,Google,PER,Scala
12526,89,Google,ORG,RDS
12527,89,Google,LOC,Bengaluru
12528,89,Google,PER,client
12529,89,Google,PER,client
12530,89,Google,PER,Client
12531,89,Google,ORG,SOAPUI
12532,89,Google,PER,Jbehave
12533,89,Google,ORG,BDD
12534,89,Google,PER,client
12535,89,Google,ORG,ISO
12536,89,Google,LOC,Netherlands
12537,89,Google,LOC,Middle East
12538,89,Google,LOC,Saudi Arabia
12539,89,Google,ORG,Citibank
12540,89,Google,LOC,Derby
12541,89,Google,ORG,Mobily
12542,89,Google,LOC,Swindon
12543,89,Google,LOC,Australia
12544,89,Google,ORG,BCBS
12545,89,Google,LOC,Hinckley
12546,89,Google,ORG,TNT
12547,89,Google,ORG,Research Councils
12548,89,Google,PER,members
12549,89,Google,ORG,Team
12550,89,Google,ORG,SIT
12551,89,Google,ORG,UAT
12552,89,Google,LOC,Facilitation
12553,89,Google,ORG,Standards Enforcement
12554,89,Google,ORG,Enterprise
12555,89,Google,ORG,BU
12556,89,Google,LOC,areas
12557,89,Google,PER,test engineer
12558,89,Google,PER,Test Engineers
12559,89,Google,LOC,Allocation
12560,89,Google,PER,members
12561,89,Google,ORG,PMBOK
12562,89,Google,ORG,SCAMPI
12563,89,Google,ORG,SSI
12564,89,Google,ORG,Nagarjuna University
12565,89,Google,ORG,Kakatiya University
12566,89,Google,ORG,Microsoft
12567,89,Google,LOC,India
12568,89,Google,ORG,MSC
12569,89,Google,LOC,BSC
12570,90,Google,ORG,KeyBank
12571,90,Google,LOC,Maharashtra
12572,90,Google,LOC,Mumbai
12573,90,Google,PER,Associate Consultant
12574,90,Google,PER,Srushti Bhadale
12575,90,Google,PER,Associate Consultant
12576,90,Google,ORG,Project Name KeyBank Project Team
12577,90,Google,ORG,Financial Services
12578,90,Google,ORG,Oracle
12579,90,Google,LOC,Mumbai Central
12580,90,Google,LOC,Pune
12581,90,Google,LOC,Karnataka
12582,90,Google,LOC,Bengaluru
12583,90,Google,ORG,OBP team
12584,90,Google,ORG,Unit
12585,90,Google,PER,Customers
12586,90,Google,ORG,Oracle Financial Services Software
12587,90,Google,ORG,Flexcube
12588,90,Google,LOC,Cleveland
12589,90,Google,LOC,Convent Girls' High School
12590,90,Google,PER,D.G
12591,90,Google,ORG,Ruparel College
12592,90,Google,ORG,SSC
12593,90,Google,ORG,Vidyalankar Institute of Technology
12594,90,Google,ORG,Microsoft
12595,91,Google,ORG,Oracle India Private Limited
12596,91,Google,PER,Sudaya Puranik
12597,91,Google,ORG,Company
12598,91,Google,LOC,Karnataka
12599,91,Google,PER,DR
12600,91,Google,PER,client
12601,91,Google,ORG,Company
12602,91,Google,PER,Principal Engineer Technical Staff
12603,91,Google,LOC,Bengaluru
12604,91,Google,ORG,ADF
12605,91,Google,ORG,CCB
12606,91,Google,ORG,OTO
12607,91,Google,PER,Customers
12608,91,Google,PER,Customers
12609,91,Google,PER,Customers
12610,91,Google,ORG,non-RAC
12611,91,Google,ORG,utility
12612,91,Google,PER,Principal Engineer
12613,91,Google,PER,pillars
12614,91,Google,PER,Client
12615,91,Google,ORG,EBSO
12616,91,Google,PER,DR
12617,91,Google,ORG,On Demand Operations
12618,91,Google,PER,Oracle Apps DBA Release Enginner
12619,91,Google,PER,Build Engineer
12620,91,Google,PER,vice versa
12621,91,Google,ORG,IDE
12622,91,Google,ORG,Jdeveloper 10.
12623,91,Google,ORG,On Demand Operations
12624,91,Google,ORG,Primary
12625,91,Google,PER,Client
12626,91,Google,ORG,Technology Hubli - Hubli
12627,91,Google,PER,Switch Over
12628,91,Google,ORG,CCB Administration
12629,91,Google,ORG,Project Description AUTO
12630,91,Google,ORG,BV Bhoomaraddi College of Engg
12631,91,Google,ORG,Visveswaraiah Technological University - Belgaum
12632,91,Google,ORG,OC4J
12633,91,Google,ORG,EBS
12634,91,Google,PER,many
12635,91,Google,ORG,GE
12636,91,Google,ORG,Xerox
12637,91,Google,ORG,RIT
12638,91,Google,PER,user
12639,91,Google,PER,Client
12640,91,Google,PER,Client
12641,91,Google,ORG,Unites States of America
12642,91,Google,ORG,PeopleSoft
12643,91,Google,LOC,System Assurance Centre
12644,91,Google,ORG,Bangalore Team
12645,91,Google,ORG,non-RAC
12646,92,Google,LOC,Pune
12647,92,Google,LOC,Maharashtra
12648,92,Google,PER,Support Consultant
12649,92,Google,ORG,SAP FI
12650,92,Google,PER,customer
12651,92,Google,PER,Sumit Kubade
12652,92,Google,ORG,organisation
12653,92,Google,ORG,status group
12654,92,Google,ORG,House
12655,92,Google,ORG,company
12656,92,Google,PER,customer
12657,92,Google,ORG,AP
12658,92,Google,ORG,vendor
12659,92,Google,ORG,vendors
12660,92,Google,ORG,vendor
12661,92,Google,ORG,vendor
12662,92,Google,ORG,group
12663,92,Google,ORG,Account group
12664,92,Google,ORG,tolerance group
12665,92,Google,PER,customer
12666,92,Google,ORG,group
12667,92,Google,ORG,tolerance group
12668,92,Google,ORG,vendor
12669,92,Google,PER,client
12670,92,Google,PER,Support Consultant
12671,92,Google,LOC,Accounts Receivables
12672,92,Google,ORG,Define &Assign Company
12673,92,Google,PER,employees
12674,92,Google,LOC,park
12675,92,Google,PER,creditors
12676,92,Google,PER,F.16
12677,92,Google,PER,MIRO
12678,92,Google,PER,end users
12679,92,Google,PER,end user
12680,92,Google,PER,end users
12681,92,Google,ORG,AFAB
12682,92,Google,ORG,SLA
12683,92,Google,ORG,KT
12684,92,Google,PER,consultants
12685,92,Google,ORG,Pune University
12686,92,Google,LOC,FI
12687,92,Google,LOC,area
12688,92,Google,ORG,G/L
12689,92,Google,ORG,Indian Institute Of Company Secretory Of India
12690,92,Google,ORG,Maharashtra State Government
12691,92,Google,ORG,Tally
12692,93,Google,ORG,Samsung
12693,93,Google,LOC,Karnataka
12694,93,Google,PER,Syam Devendla Bengaluru
12695,93,Google,ORG,SLP
12696,93,Google,PER,software engineer
12697,93,Google,ORG,team
12698,93,Google,ORG,team
12699,93,Google,ORG,Oracle
12700,93,Google,PER,Schedulers
12701,93,Google,LOC,BI
12702,93,Google,ORG,OBIEE
12703,93,Google,LOC,India - Bengaluru
12704,93,Google,ORG,ALSA
12705,93,Google,LOC,Kerala
12706,93,Google,ORG,CDAC
12707,93,Google,LOC,Kochi
12708,93,Google,ORG,Nagarjuna University
12709,93,Google,PER,superintendents
12710,93,Google,PER,coder
12711,93,Google,ORG,Syam Prasad Devendla
12712,93,Google,PER,player
12713,93,Google,PER,player
12714,93,Google,PER,Player
12715,93,Google,ORG,team
12716,93,Google,ORG,MFC
12717,93,Google,PER,thirdeye-agent
12718,93,Google,PER,Most
12719,93,Google,PER,customers
12720,93,Google,ORG,SHP
12721,93,Google,PER,interpersonal
12722,93,Google,PER,AudioOut
12723,93,Google,ORG,Trace 32
12724,93,Google,PER,Zookeeper
12725,93,Google,LOC,Hive
12726,93,Google,ORG,Sqoop
12727,93,Google,PER,Scala
12728,93,Google,ORG,SDLC
12729,93,Google,PER,Ported Player
12730,93,Google,ORG,STL
12731,93,Google,PER,Bada
12732,93,Google,ORG,Bada
12733,93,Google,ORG,KlocWork
12734,93,Google,ORG,Clear
12735,93,Google,PER,GUI
12736,93,Google,PER,Supt Link Client
12737,93,Google,ORG,WinShark
12738,93,Google,ORG,VSS
12739,93,Google,ORG,IPC
12740,93,Google,ORG,TLP
12741,93,Google,ORG,DTE
12742,93,Google,PER,technicians
12743,93,Google,LOC,Town
12744,93,Google,ORG,board
12745,93,Google,LOC,field
12746,93,Google,ORG,VePlayer
12747,93,Google,ORG,Schindler Elevator & Escalator Corporation Environment
12748,93,Google,ORG,Wabtec Railway Electronics
12749,93,Google,PER,FldLink Client
12750,93,Google,PER,Playlist Manager
12751,93,Google,LOC,German
12752,93,Google,ORG,IOC
12753,93,Google,ORG,Sap
12754,93,Google,ORG,Multi Party
12755,94,Google,LOC,Karnataka
12756,94,Google,PER,Tejasri Gunnam Bengaluru
12757,94,Google,ORG,Cisco
12758,94,Google,ORG,CDETS
12759,94,Google,ORG,team
12760,94,Google,ORG,team
12761,94,Google,PER,Member
12762,94,Google,PER,Member
12763,94,Google,PER,collector
12764,94,Google,PER,client
12765,94,Google,ORG,CSPC
12766,94,Google,ORG,team
12767,94,Google,LOC,SystemsIndPvtLtd - Bengaluru
12768,94,Google,PER,base collector
12769,94,Google,PER,vice- versa
12770,94,Google,PER,Q.T.P
12771,94,Google,ORG,NOS
12772,94,Google,PER,device family
12773,94,Google,ORG,group
12774,94,Google,PER,customers
12775,94,Google,ORG,CSPC 2.0
12776,94,Google,ORG,ISO
12777,94,Google,ORG,Python
12778,94,Google,ORG,Nos
12779,94,Google,PER,Collector.
12780,94,Google,ORG,Sys Object Id
12781,94,Google,ORG,CSO
12782,94,Google,ORG,B.Tech
12783,94,Google,ORG,M.Tech
12784,94,Google,ORG,TCL
12785,94,Google,LOC,Puducherry
12786,94,Google,ORG,G Tejasri
12787,94,Google,ORG,Pondicherry University
12788,94,Google,ORG,Jawaharlal Nehru Technological University
12789,94,Google,ORG,SSL
12790,94,Google,ORG,dev team
12791,94,Google,LOC,Bangalore
12792,94,Google,ORG,Win Runner7.5
12793,94,Google,ORG,RADIUS
12794,94,Google,ORG,TACACS
12795,94,Google,ORG,AAA
12796,94,Google,ORG,Oracle
12797,95,Google,PER,Senior Corporate Account Executive
12798,95,Google,PER,Urshila Lohani
12799,95,Google,LOC,Region
12800,95,Google,PER,Account Executive
12801,95,Google,LOC,Anywhere
12802,95,Google,LOC,Haryana
12803,95,Google,LOC,Gurgaon
12804,95,Google,LOC,MongoDB - Gurgaon
12805,95,Google,LOC,South India
12806,95,Google,ORG,Oracle
12807,95,Google,ORG,sales team
12808,95,Google,ORG,Business development team
12809,95,Google,ORG,partners
12810,95,Google,PER,industry leaders
12811,95,Google,ORG,sales team
12812,95,Google,ORG,partner companies
12813,95,Google,ORG,partners
12814,95,Google,PER,attendees
12815,95,Google,PER,Account Manager
12816,95,Google,ORG,Sales team
12817,95,Google,ORG,team
12818,95,Google,ORG,email marketing campaigns
12819,95,Google,ORG,Channel Partners
12820,95,Google,LOC,towns
12821,95,Google,LOC,cities
12822,95,Google,ORG,McAfee
12823,95,Google,ORG,Wipro
12824,95,Google,ORG,IBM
12825,95,Google,ORG,Religare
12826,95,Google,ORG,Airtel
12827,95,Google,ORG,Adobe
12828,95,Google,ORG,Red Hat
12829,95,Google,LOC,South India Region
12830,95,Google,PER,Resellers
12831,95,Google,ORG,Counterparts
12832,95,Google,LOC,Karnataka
12833,95,Google,LOC,Bengaluru
12834,95,Google,ORG,Mid
12835,95,Google,LOC,West
12836,95,Google,ORG,Intuit
12837,95,Google,ORG,MySQL Team
12838,95,Google,LOC,Q1
12839,95,Google,LOC,Region
12840,95,Google,PER,Account Manager
12841,95,Google,LOC,Uttarakhand
12842,95,Google,LOC,Roorkee
12843,95,Google,ORG,College of Engineering
12844,95,Google,LOC,Noida
12845,95,Google,LOC,Uttar Pradesh
12846,95,Google,LOC,North Central
12847,95,Google,LOC,US
12848,95,Google,ORG,Hoovers
12849,96,Google,LOC,Vamsi krishna hyderbad
12850,96,Google,ORG,Telangana
12851,96,Google,PER,Software developer
12852,96,Google,ORG,Microsoft
12853,96,Google,ORG,Iam
12854,97,Google,PER,Quantitative Analyst
12855,97,Google,PER,Software Engineer
12856,97,Google,PER,VARUN AHLUWALIA
12857,97,Google,ORG,Ingersoll Rand
12858,97,Google,ORG,Ameriquest
12859,97,Google,PER,Software Engineer
12860,97,Google,LOC,Karnataka
12861,97,Google,LOC,Bangalore
12862,97,Google,LOC,Tavant
12863,97,Google,LOC,Patni - Bangalore
12864,97,Google,ORG,Indian Institutes of Technology
12865,97,Google,ORG,IIT Kanpur
12866,97,Google,PER,C
12867,97,Google,ORG,University of Chicago
12868,97,Google,LOC,Chicago
12869,97,Google,LOC,IL
12870,98,Google,ORG,Oracle
12871,98,Google,ORG,IBM India PVT LTD Role
12872,98,Google,LOC,Tamil Nadu
12873,98,Google,ORG,Vijayalakshmi Govindarajan SAP
12874,98,Google,ORG,SAP
12875,98,Google,ORG,Background Job Administration
12876,98,Google,PER,Consultant
12877,98,Google,ORG,ECC
12878,98,Google,LOC,Anywhere
12879,98,Google,PER,team player
12880,98,Google,ORG,Thiagarajar School of Management - Madurai
12881,98,Google,ORG,Database Administration
12882,98,Google,PER,Consultant
12883,98,Google,ORG,Database Administration
12884,98,Google,LOC,Chennai
12885,98,Google,ORG,NIIT
12886,98,Google,ORG,MCA
12887,98,Google,ORG,Sri Sathya Sai Institute of Higher Learning - Anantapur
12888,98,Google,ORG,Database Administration
12889,98,Google,ORG,Visual Admin
12890,98,Google,ORG,Database cluster Administration
12891,98,Google,LOC,BI
12892,98,Google,ORG,SRM
12893,98,Google,PER,Consultant Client
12894,98,Google,ORG,EHP
12895,98,Google,LOC,Madurai
12896,98,Google,ORG,TVS Lakshmi Matriculation Higher Secondary School
12897,98,Google,ORG,Cluster Administration
12898,98,Google,LOC,studio
12899,98,Google,ORG,Developer
12900,98,Google,ORG,MLIT
12901,98,Google,ORG,Maersk Line
12902,98,Google,ORG,Organization
12903,98,Google,ORG,Organization
12904,98,Google,LOC,Java Landscape
12905,98,Google,LOC,Andhra Pradesh
12906,98,Google,PER,SAP HANA
12907,98,Google,ORG,HANA
12908,98,Google,PER,Client
12909,98,Google,LOC,BW
12910,98,Google,ORG,EHP 7
12911,98,Google,ORG,Third Party
12912,98,Google,ORG,SLT
12913,98,Google,ORG,PAS
12914,98,Google,ORG,HP
12915,98,Google,ORG,CPS
12916,98,Google,ORG,Vertex
12917,98,Google,ORG,EJB
12918,98,Google,ORG,ECC 6.0
12919,98,Google,PER,Consultant Client
12920,98,Google,ORG,Organization
12921,98,Google,PER,Solution Manager
12922,98,Google,ORG,Creation Database Source
12923,98,Google,PER,Vijayalakshmi Govindarajan
12924,98,Google,LOC,UK
12925,98,Google,ORG,Unilever
12926,99,Google,ORG,RT
12927,99,Google,LOC,Chandigarh
12928,99,Google,PER,Vikas Singh Chandigarh
12929,99,Google,PER,team Member
12930,99,Google,ORG,Infosys
12931,99,Google,ORG,Identity and Access Management
12932,99,Google,ORG,Python
12933,99,Google,ORG,Security Intelligence
12934,99,Google,ORG,IOCs
12935,99,Google,PER,Technology Analyst
12936,99,Google,ORG,Security Intelligence
12937,99,Google,PER,Information Security Analyst
12938,99,Google,LOC,Blocks
12939,99,Google,ORG,distribution group
12940,99,Google,ORG,A. Change Management: Installing
12941,99,Google,ORG,teams
12942,99,Google,PER,auditors
12943,99,Google,ORG,SAP
12944,99,Google,ORG,Intel
12945,99,Google,PER,administrators
12946,99,Google,LOC,Palo Alto
12947,99,Google,LOC,risk areas
12948,99,Google,ORG,RTIR
12949,99,Google,ORG,Microsoft
12950,99,Google,ORG,change auditor
12951,99,Google,ORG,Organization
12952,99,Google,ORG,Bluecoat
12953,99,Google,ORG,QAP
12954,99,Google,ORG,SIP
12955,99,Google,PER,PIP
12956,99,Google,ORG,RCA
12957,99,Google,PER,user
12958,99,Google,PER,users
12959,99,Google,ORG,GLA Institute of Technology and Management - Mathura
12960,99,Google,LOC,Uttar Pradesh
12961,99,Google,ORG,Oracle
12962,99,Google,ORG,groups
12963,99,Google,ORG,RSA
12964,100,Google,ORG,Cisco Systems
12965,100,Google,ORG,Python
12966,100,Google,PER,engineers
12967,100,Google,PER,team members
12968,100,Google,PER,developers
12969,100,Google,ORG,Yasothai Jayaramachandran
12970,100,Google,ORG,SSL
12971,100,Google,ORG,TCL
12972,100,Google,ORG,IDE
12973,100,Google,PER,WAEs
12974,100,Google,ORG,automation team
12975,100,Google,LOC,TAMIL NADU
12976,100,Google,LOC,Chennai
12977,100,Google,PER,team members
12978,100,Google,ORG,Application Services
12979,100,Google,ORG,Application Services
12980,100,Google,ORG,Area Application Services
12981,100,Google,ORG,WAN
12982,100,Google,PER,team members
12983,100,Google,PER,border routers
12984,100,Google,PER,users
12985,100,Google,LOC,Ao
12986,100,Google,LOC,branch offices
12987,100,Google,PER,generation
12988,100,Google,ORG,Wide Area Application Services
12989,100,Google,LOC,locations
12990,100,Google,PER,office users
12991,100,Google,PER,client
12992,100,Google,ORG,WEXP
12993,100,Google,ORG,Phase2
12994,100,Google,PER,each other
12995,100,Google,ORG,Area Application Services
12996,100,Google,ORG,WAEs
12997,100,Google,PER,Software Engineer
12998,100,Google,PER,team members
12999,100,Google,ORG,LAN
13000,100,Google,ORG,CSE
13001,100,Google,ORG,B.E
13002,100,Google,ORG,ANNA University
13003,100,Google,ORG,Sec School
13004,100,Google,ORG,AML Studio
13005,100,Google,ORG,ACME
13006,100,Google,ORG,eARMS
13007,100,Google,PER,HTMLTestRunner
13008,100,Google,ORG,HCL Technologies Ltd
13009,100,Google,LOC,Phoenix
13010,100,Google,ORG,ORGANISATION
13011,101,Google,ORG,team
13012,101,Google,PER,Maximo Consultant
13013,101,Google,PER,client
13014,101,Google,ORG,Infosys Limited
13015,101,Google,PER,communicator
13016,101,Google,PER,Anchor
13017,101,Google,PER,person
13018,101,Google,ORG,teams
13019,101,Google,ORG,IBM
13020,101,Google,LOC,Tamil Nadu
13021,101,Google,PER,Application Designer
13022,101,Google,ORG,team
13023,101,Google,ORG,Cognos Reporting
13024,101,Google,ORG,Empty
13025,101,Google,ORG,team
13026,101,Google,ORG,WOs
13027,101,Google,ORG,BTRAMR0001MLM
13028,101,Google,ORG,BIEM
13029,101,Google,PER,Yathishwaran P
13030,101,Google,PER,Crews
13031,101,Google,LOC,French
13032,101,Google,PER,members
13033,101,Google,ORG,Bombardier Transportation Maximo
13034,101,Google,PER,technician
13035,101,Google,LOC,Namakkal
13036,101,Google,LOC,Chennai
13037,101,Google,PER,client
13038,101,Google,PER,technician
13039,101,Google,ORG,team
13040,101,Google,PER,Maximo Java
13041,101,Google,LOC,Karnataka
13042,101,Google,ORG,team
13043,101,Google,ORG,Security Group Set
13044,101,Google,PER,client
13045,101,Google,PER,Technician
13046,101,Google,PER,technician
13047,101,Google,PER,client
13048,101,Google,PER,technician
13049,101,Google,ORG,BIRT
13050,101,Google,LOC,Mysore
13051,101,Google,LOC,Bengaluru
13052,101,Google,ORG,Vend_Reported_hrs
13053,101,Google,ORG,Bombardier Transportation
13054,101,Google,ORG,team
13055,101,Google,ORG,teams
13056,101,Google,ORG,BTRAMR0001SBB
13057,101,Google,PER,Senior Systems Engineer
13058,101,Google,ORG,team
13059,101,Google,ORG,team
13060,101,Google,ORG,team
13061,101,Google,PER,Client
13062,101,Google,PER,Crews
13063,101,Google,PER,Technician
